Trade rule 1,Trade rule 2,Trade rule 3,Trade rule 4,Trade rule 5,Trade rule 6,income
-2.965093992266986,-0.7182625072472337,-1.1314219796370204,0.9761175877109194,-2.71447216412556,-2.8159112260149874,-87.76577237223587
-2.461490929071372,-2.944910269120429,-1.8512788240180351,-0.3969747942676216,1.3230503487402068,-0.5908866231039278,-21.391646418063964
2.12561442585698,-0.0082827365279216,-2.1998090388077047,-0.2885588607513352,-0.943811808357272,-2.229776611525889,-61.46560437941169
-0.6923730137615038,-0.073630081892031,1.1401058647548243,-2.062346438867249,1.9409118566302808,-0.965254183605876,-4.76820305987626
-1.085096098666685,-1.0073966226831337,0.3621513638945237,-1.0973137429487194,-2.403789234311932,1.0563855501628012,-136.10914574510403
-2.92601483848555,-0.0639730435226746,-2.550610722192071,-1.4840167345932374,-0.7278147344946868,-0.6958299665227354,-323.8574931431158
2.167370842873006,2.3929334400132225,-2.8248290312835898,2.120400206713909,-2.265568437845528,-2.7326309681693446,13.579917696662244
-2.747571689495914,0.1871621647369461,0.9269367898776072,-2.3107570186290274,2.067291282244539,-1.859249926651912,-145.65552676548236
-2.84185568573274,-2.031376012128281,-2.8881485680276016,-2.004011058984437,2.4303251867408724,0.3286427795619806,20.89656475651649
0.2841964126873222,-2.6821000010056486,-1.4621759351826389,-1.5693572322850926,0.5784127135235289,0.7618314007925759,20.25480203336236
1.1058626494260135,-2.53948958552237,-0.574216222770112,-0.5658322242985423,2.291390599682648,-1.3426508237382246,66.55512396019004
-1.610802403014716,1.1124724266554624,1.7201483037055656,-2.876754114850046,-0.888955540281092,1.5388395083327735,84.76316045243755
-2.981341796621728,2.263087395197296,0.0988831810516552,-0.918231799039004,2.784438707043868,-0.8882507818647487,27.865382076151032
-2.8136307621759173,-0.7870725094747524,-2.58343875498912,2.347661588974572,-2.8559085960040336,-1.008609630937955,-25.848846706237307
-0.8895794700207036,-1.0688862025064811,1.7839900408634382,-0.9792192461523804,-2.9064367372055044,1.1680154890046666,65.48609304490158
-2.144306593065214,-2.6092685523957324,2.376501118631225,-1.8070476890572076,1.7063274936195434,-2.8603309723140184,-68.10511803276535
-1.4356231546962368,-2.208058928519476,1.1779534584993252,-2.2387794928095435,-0.5749303722004555,2.690811663663137,-106.65955066951874
1.624161770978362,-1.218694775279476,0.8837043696288833,0.3158901271957397,-2.398016443281791,2.8395573955462856,-21.884138368082667
-1.8050306731660128,-0.5958774877184898,0.9725279868211798,-2.2743183131054723,2.606799268642158,-1.5625338664174904,-97.47615049596794
-2.171398735499734,-2.582429406911192,-2.256766312486376,-2.0953056321444614,-0.2402315132260133,1.6058016493879297,-172.91236448992797
1.8959335284043464,0.0298327186820088,-2.727886454682615,-0.5950358978754577,-0.0485181904684606,0.2311636570011463,25.612731537074676
-2.2442110134438025,-1.9604686136587464,1.8720399030392816,-1.4659189718839905,2.5190003584745515,-2.6738555220735414,-9.262935147325528
-2.410099099792772,-0.2861845731053716,-2.317323279503788,-0.4405689770998289,-0.7979536023743581,2.7030725939189884,-7.997968650964264
-0.5838883442500946,-1.7964582664574618,-2.7651949765975647,0.2151004272908139,-0.1590788057026237,-2.932714025283054,-165.17062562473683
0.6611171222105692,-1.4243829353459898,-2.5057397686922203,-1.038898239060407,-2.8084271053541414,2.6369605115864045,17.739060036720534
-1.585170758677281,0.3316307568314811,1.5384049015168113,-2.2198959406637337,0.9211524441112272,-2.5162891567895325,-7.768459960885519
-0.3093204229319122,-1.916666133930475,-2.767414282902636,-1.25015974059636,-1.8465254982560884,2.0763967800239485,-182.96186128163976
-1.2646393944681582,-2.276530667909525,-1.8905415481102477,0.177432798210833,1.81417942126558,-2.1027865346965102,63.89468330373968
-1.6729469699831865,2.841707556589018,-1.3742375878245894,-2.6463578837622665,-2.1304154219911404,0.6178948612089705,-112.66028475220982
-0.5335471425395393,-2.751772241336972,-2.2212077386818656,0.5820998271053299,-1.3868689187669117,-1.036599245418266,-198.91773449897408
-2.3930654576330057,-2.4479866200762155,1.3994487126463753,-2.960723015790478,-0.6890503304648958,-2.758099553469625,-264.0697541137564
-0.9691044576824082,0.7107451258743884,-1.052072291457986,-2.6709634059890464,-2.1334492928543067,1.9210771380542653,-124.90602176698502
-2.695734156271987,-2.4934115750886163,0.5516063047585757,-0.0868660118450819,2.3682468716892098,-1.5166766220955883,42.53464060068387
-0.8103424592254411,-1.2580708536685037,1.7580444061691924,-2.5083043511508687,-0.6197422349817678,0.0174513990614135,-53.69437535744677
-0.1641416025542441,1.2949859405776172,-1.1353131602513316,0.5079494333340948,0.4006395220809589,-0.4630741037279118,52.903151650562215
