Trade rule 1,Trade rule 2,Trade rule 3,Trade rule 4,Trade rule 5,Trade rule 6,income
-1.39936250197156,1.515618088643464,-1.6999414067776917,0.0550179951888769,-1.091159055549081,2.054636679997542,57.09837660467069
-0.636871743288546,-1.526507588689592,-2.864603047894867,0.7296200587142865,-0.466841174603303,-2.3108823863180747,-99.99317597054846
-1.1772825776955314,-1.4823459458042965,-1.087466924725273,-2.907925356031796,-1.2526406961669885,-0.7888124078928764,-406.1901075533423
2.3973934528867806,-2.4129308470065016,-2.2868785718394955,-0.8042281088594736,-1.3058933853127876,-1.581059453903051,-240.95340096536935
-0.8637587373876197,2.136646009716027,-2.957099883535492,-1.8641040811962168,-0.3416623392608162,0.1126220576643541,-105.66290049266694
1.664941956347688,-2.9183720852194965,-1.244087337070742,-0.2074351328174053,0.2625432783952632,-1.1403667525066457,-64.7883640974151
-2.8877606343754154,1.1516700828415836,-2.976848879492647,0.6845956157936612,-2.093659944236176,-1.818427719773776,-196.87552124170367
0.2199693171011176,2.571903510165548,-2.111630925284895,-2.5983587968233186,0.2027514973107642,-2.079507250399169,70.38506785612942
-1.897354090115849,-2.7914831030805525,0.6741486709188202,-1.1692583723670271,-1.0453749366426934,-0.0774727038622158,-177.22923083312295
1.5413206974078673,-0.9021582100128512,-0.4407294854325028,-1.6740706059193262,0.0351889233736053,0.7714218945497731,87.79790817179747
-1.7062642402521229,-2.2564141591618934,-2.4403729599181583,1.4046145167108977,-0.2300180741074178,-0.2182237233433053,81.6112909186216
-0.4481756861581103,1.8560395422985447,-2.39574755269422,-1.5023401494661837,0.310587469714715,0.2690712645608548,35.79614099095578
-1.3063445897392305,2.322977773361396,-1.984816374588723,1.7173196145699885,-2.4773780496752726,-0.2433202988919252,10.695433866267855
0.754763604862517,1.050732940937591,-0.8065098532777459,0.8310796458095338,-1.7438896073013566,-0.1091109263281913,59.34586007079388
-2.045681503195801,-0.507616899423319,-0.8382901983221371,-1.9429211025538693,0.4349644125929552,1.8136352585710505,12.225588706541696
-2.6506370333692466,-0.8523691317166322,-0.2566477648458867,-0.3349456096544871,1.24609009317561,-1.4936205966747955,-30.51112844283864
-0.2597800076332461,-1.1767537140283322,-0.9902414400724476,-1.6308375336267398,-2.691538546493187,2.8258131035921616,-32.52881285104247
-1.2077439288381535,-1.455271697436127,0.7158573987106811,-0.6232853927915021,0.7889903242506033,1.7031567491009802,49.691875186898194
0.6817922855215288,1.9220461439455896,-1.8159273964726883,-2.9851533782050006,-1.798903134301397,2.8725479061926134,13.421769532863989
-2.228280353929897,-1.7487707521247102,2.2854960648835085,-1.2938605091762896,-1.2917522752428223,2.6317370941020792,-3.204680922286232
-2.7835537007549807,1.1782657837092412,-0.1814104816569255,-2.432646585903346,2.568649350086737,-1.7337320048864997,-45.21382938226209
0.3382243984528097,-0.5437441945189043,-0.4017160186835555,-1.8713483452491668,0.2932028833621922,-0.4857505455031781,-49.83315162958934
2.247300049514809,-1.1206476755709522,-0.2022983452445794,-2.8594354007873304,-0.5251717533716458,0.0410599328562888,46.36336994936853
-1.85777708922073,2.0550056515617623,-2.665176110284028,-0.8401985229382709,-0.6656001298792011,1.641183594466706,-31.67528929187749
1.0506066353541064,2.744437575928848,-1.616802932063653,1.644131232867818,-1.653798890906076,2.924590501563503,85.22500943989958
